GEO_SPATIAL_KEY,SUBZONE,PLANNING_AREA
31019,WESTERN WATER CATCHMENT,Western Water Catchment
31021,WESTERN WATER CATCHMENT,Western Water Catchment
31029,WESTERN WATER CATCHMENT,Western Water Catchment
31031,WESTERN WATER CATCHMENT,Western Water Catchment
31039,WESTERN WATER CATCHMENT,Western Water Catchment
31041,WESTERN WATER CATCHMENT,Western Water Catchment
31049,WESTERN WATER CATCHMENT,Western Water Catchment
31051,WESTERN WATER CATCHMENT,Western Water Catchment
31059,WESTERN WATER CATCHMENT,Western Water Catchment
31061,WESTERN WATER CATCHMENT,Western Water Catchment
31069,WESTERN WATER CATCHMENT,Western Water Catchment
31071,WESTERN WATER CATCHMENT,Western Water Catchment
31079,WESTERN WATER CATCHMENT,Western Water Catchment
31081,WESTERN WATER CATCHMENT,Western Water Catchment
31089,WESTERN WATER CATCHMENT,Western Water Catchment
31121,WESTERN WATER CATCHMENT,Western Water Catchment
31129,WESTERN WATER CATCHMENT,Western Water Catchment
31131,WESTERN WATER CATCHMENT,Western Water Catchment
31139,WESTERN WATER CATCHMENT,Western Water Catchment
31141,WESTERN WATER CATCHMENT,Western Water Catchment
31149,WESTERN WATER CATCHMENT,Western Water Catchment
31151,WESTERN WATER CATCHMENT,Western Water Catchment
31159,WESTERN WATER CATCHMENT,Western Water Catchment
31161,WESTERN WATER CATCHMENT,Western Water Catchment
31169,WESTERN WATER CATCHMENT,Western Water Catchment
31171,WESTERN WATER CATCHMENT,Western Water Catchment
31179,WESTERN WATER CATCHMENT,Western Water Catchment
31181,WESTERN WATER CATCHMENT,Western Water Catchment
31189,WESTERN WATER CATCHMENT,Western Water Catchment
31191,WESTERN WATER CATCHMENT,Western Water Catchment
31199,WESTERN WATER CATCHMENT,Western Water Catchment
31201,WESTERN WATER CATCHMENT,Western Water Catchment
31211,WESTERN WATER CATCHMENT,Western Water Catchment
32031,WESTERN WATER CATCHMENT,Western Water Catchment
32039,WESTERN WATER CATCHMENT,Western Water Catchment
32041,WESTERN WATER CATCHMENT,Western Water Catchment
32049,WESTERN WATER CATCHMENT,Western Water Catchment
32051,WESTERN WATER CATCHMENT,Western Water Catchment
32059,WESTERN WATER CATCHMENT,Western Water Catchment
32061,WESTERN WATER CATCHMENT,Western Water Catchment
32069,WESTERN WATER CATCHMENT,Western Water Catchment
32071,WESTERN WATER CATCHMENT,Western Water Catchment
32079,WESTERN WATER CATCHMENT,Western Water Catchment
32081,WESTERN WATER CATCHMENT,Western Water Catchment
32089,LIM CHU KANG,Lim Chu Kang
32101,WESTERN WATER CATCHMENT,Western Water Catchment
32109,WESTERN WATER CATCHMENT,Western Water Catchment
32111,WESTERN WATER CATCHMENT,Western Water Catchment
32119,WESTERN WATER CATCHMENT,Western Water Catchment
33011,LIM CHU KANG,Lim Chu Kang
33019,LIM CHU KANG,Lim Chu Kang
33021,LIM CHU KANG,Lim Chu Kang
33029,LIM CHU KANG,Lim Chu Kang
33031,LIM CHU KANG,Lim Chu Kang
33039,LIM CHU KANG,Lim Chu Kang
33041,LIM CHU KANG,Lim Chu Kang
33049,LIM CHU KANG,Lim Chu Kang
33051,LIM CHU KANG,Lim Chu Kang
33059,LIM CHU KANG,Lim Chu Kang
34009,LIM CHU KANG,Lim Chu Kang
34011,LIM CHU KANG,Lim Chu Kang
34019,LIM CHU KANG,Lim Chu Kang
34021,LIM CHU KANG,Lim Chu Kang
34029,LIM CHU KANG,Lim Chu Kang
34031,LIM CHU KANG,Lim Chu Kang
34039,LIM CHU KANG,Lim Chu Kang
34041,LIM CHU KANG,Lim Chu Kang
34049,LIM CHU KANG,Lim Chu Kang
34051,LIM CHU KANG,Lim Chu Kang
34059,LIM CHU KANG,Lim Chu Kang
34101,WESTERN WATER CATCHMENT,Western Water Catchment
34109,WESTERN WATER CATCHMENT,Western Water Catchment
40011,MACKENZIE,Rochor
40019,FARRER PARK,Rochor
40021,MONK'S HILL,Newton
40029,MOULMEIN,Novena
40031,NEWTON CIRCUS,Newton
40039,MOULMEIN,Novena
40041,GOODWOOD PARK,Newton
40049,MOULMEIN,Novena
40051,GOODWOOD PARK,Newton
40059,MOULMEIN,Novena
40069,MALCOLM,Novena
40071,NASSIM,Tanglin
40079,MALCOLM,Novena
40081,NASSIM,Tanglin
40089,MALCOLM,Novena
40091,NASSIM,Tanglin
40099,DUNEARN,Novena
40101,KAMPONG JAVA,Kallang
40109,KAMPONG JAVA,Kallang
40111,NASSIM,Tanglin
40119,MALCOLM,Novena
40121,MOULMEIN,Novena
40129,MOULMEIN,Novena
40171,GOODWOOD PARK,Newton
40179,NEWTON CIRCUS,Newton
40181,NEWTON CIRCUS,Newton
40189,NEWTON CIRCUS,Newton
40191,ORANGE GROVE,Newton
40199,GOODWOOD PARK,Newton
40201,NASSIM,Tanglin
40209,NASSIM,Tanglin
40211,NASSIM,Tanglin
40219,NASSIM,Tanglin
40221,NASSIM,Tanglin
40229,NASSIM,Tanglin
40231,DUNEARN,Novena
40239,MALCOLM,Novena
40249,MALCOLM,Novena
40251,CENTRAL WATER CATCHMENT,Central Water Catchment
40259,MOUNT PLEASANT,Novena
40261,CENTRAL WATER CATCHMENT,Central Water Catchment
40269,MOUNT PLEASANT,Novena
40271,ISTANA NEGARA,Newton
40279,KAMPONG JAVA,Kallang
41011,TYERSALL,Tanglin
41019,DUNEARN,Novena
41021,TYERSALL,Tanglin
41029,DUNEARN,Novena
41031,CORONATION ROAD,Bukit Timah
41041,CORONATION ROAD,Bukit Timah
41049,HILLCREST,Bukit Timah
41051,CORONATION ROAD,Bukit Timah
41061,CORONATION ROAD,Bukit Timah
41069,HILLCREST,Bukit Timah
41071,CORONATION ROAD,Bukit Timah
41079,HILLCREST,Bukit Timah
41081,CORONATION ROAD,Bukit Timah
41089,HILLCREST,Bukit Timah
41101,FARRER COURT,Bukit Timah
41109,TYERSALL,Tanglin
41111,CORONATION ROAD,Bukit Timah
41119,TYERSALL,Tanglin
41121,HILLCREST,Bukit Timah
41129,DUNEARN,Novena
41131,HILLCREST,Bukit Timah
41139,DUNEARN,Novena
41141,HILLCREST,Bukit Timah
41149,MOUNT PLEASANT,Novena
41151,CENTRAL WATER CATCHMENT,Central Water Catchment
41159,MOUNT PLEASANT,Novena
42011,HOLLAND ROAD,Bukit Timah
42019,SWISS CLUB,Bukit Timah
42021,HOLLAND ROAD,Bukit Timah
42029,SWISS CLUB,Bukit Timah
42031,HOLLAND ROAD,Bukit Timah
42039,SWISS CLUB,Bukit Timah
42041,HOLLAND ROAD,Bukit Timah
42049,SWISS CLUB,Bukit Timah
42051,HOLLAND ROAD,Bukit Timah
42059,SWISS CLUB,Bukit Timah
42061,HOLLAND ROAD,Bukit Timah
42071,ANAK BUKIT,Bukit Timah
42089,SWISS CLUB,Bukit Timah
42091,ANAK BUKIT,Bukit Timah
42109,NATURE RESERVE,Bukit Panjang
42111,ANAK BUKIT,Bukit Timah
42119,NATURE RESERVE,Bukit Panjang
42129,CORONATION ROAD,Bukit Timah
42131,HOLLAND ROAD,Bukit Timah
42139,CORONATION ROAD,Bukit Timah
42141,ANAK BUKIT,Bukit Timah
42149,HOLLAND ROAD,Bukit Timah
42151,ANAK BUKIT,Bukit Timah
42159,ANAK BUKIT,Bukit Timah
42161,ANAK BUKIT,Bukit Timah
42169,ANAK BUKIT,Bukit Timah
42171,ANAK BUKIT,Bukit Timah
42179,ANAK BUKIT,Bukit Timah
42181,ANAK BUKIT,Bukit Timah
42189,ANAK BUKIT,Bukit Timah
42191,ANAK BUKIT,Bukit Timah
42199,ANAK BUKIT,Bukit Timah
42201,BUKIT BATOK SOUTH,Bukit Batok
42209,BUKIT BATOK SOUTH,Bukit Batok
42211,ANAK BUKIT,Bukit Timah
42219,ANAK BUKIT,Bukit Timah
42221,ANAK BUKIT,Bukit Timah
42229,ANAK BUKIT,Bukit Timah
42231,ANAK BUKIT,Bukit Timah
42239,ANAK BUKIT,Bukit Timah
42241,ANAK BUKIT,Bukit Timah
42249,ANAK BUKIT,Bukit Timah
42259,ANAK BUKIT,Bukit Timah
42291,ANAK BUKIT,Bukit Timah
42299,ANAK BUKIT,Bukit Timah
42301,ANAK BUKIT,Bukit Timah
42309,ANAK BUKIT,Bukit Timah
42311,BUKIT BATOK SOUTH,Bukit Batok
42319,BUKIT BATOK SOUTH,Bukit Batok
43009,BUKIT BATOK CENTRAL,Bukit Batok
43011,ANAK BUKIT,Bukit Timah
43019,NATURE RESERVE,Bukit Panjang
43021,HILLVIEW,Bukit Batok
43029,NATURE RESERVE,Bukit Panjang
43041,HILLVIEW,Bukit Batok
43049,NATURE RESERVE,Bukit Panjang
43051,HILLVIEW,Bukit Batok
43059,NATURE RESERVE,Bukit Panjang
43061,HILLVIEW,Bukit Batok
43069,NATURE RESERVE,Bukit Panjang
43071,HILLVIEW,Bukit Batok
43081,GOMBAK,Bukit Batok
43089,DAIRY FARM,Bukit Panjang
43091,GOMBAK,Bukit Batok
43109,GOMBAK,Bukit Batok
43111,GOMBAK,Bukit Batok
43119,BUKIT PANJANG,Bukit Panjang
43121,BUKIT PANJANG,Bukit Panjang
43129,DAIRY FARM,Bukit Panjang
43131,BUKIT PANJANG,Bukit Panjang
43139,DAIRY FARM,Bukit Panjang
43141,BUKIT BATOK CENTRAL,Bukit Batok
43149,BUKIT BATOK SOUTH,Bukit Batok
43151,HILLVIEW,Bukit Batok
43159,HILLVIEW,Bukit Batok
43161,BUKIT BATOK EAST,Bukit Batok
43169,BUKIT BATOK EAST,Bukit Batok
43171,BUKIT BATOK CENTRAL,Bukit Batok
43179,BUKIT BATOK EAST,Bukit Batok
43181,BUKIT BATOK CENTRAL,Bukit Batok
43189,BUKIT BATOK EAST,Bukit Batok
43191,BUKIT BATOK SOUTH,Bukit Batok
43199,BUKIT BATOK EAST,Bukit Batok
43201,ANAK BUKIT,Bukit Timah
43209,HILLVIEW,Bukit Batok
43211,BUKIT BATOK SOUTH,Bukit Batok
43219,BUKIT BATOK SOUTH,Bukit Batok
43221,BUKIT BATOK EAST,Bukit Batok
43229,HILLVIEW,Bukit Batok
43231,HILLVIEW,Bukit Batok
43239,HILLVIEW,Bukit Batok
43241,HILLVIEW,Bukit Batok
43249,HILLVIEW,Bukit Batok
43251,HILLVIEW,Bukit Batok
43259,HILLVIEW,Bukit Batok
43261,HILLVIEW,Bukit Batok
43267,HILLVIEW,Bukit Batok
43268,HILLVIEW,Bukit Batok
43271,HILLVIEW,Bukit Batok
43279,HILLVIEW,Bukit Batok
43289,HILLVIEW,Bukit Batok
43291,HILLVIEW,Bukit Batok
43301,HILLVIEW,Bukit Batok
43309,HILLVIEW,Bukit Batok
43311,BUKIT BATOK SOUTH,Bukit Batok
43319,BUKIT BATOK SOUTH,Bukit Batok
43321,BUKIT BATOK CENTRAL,Bukit Batok
43329,BUKIT BATOK WEST,Bukit Batok
43331,BUKIT BATOK WEST,Bukit Batok
43341,BUKIT BATOK WEST,Bukit Batok
43349,BRICKWORKS,Bukit Batok
43351,BUKIT BATOK WEST,Bukit Batok
43361,BUKIT BATOK WEST,Bukit Batok
43371,BUKIT BATOK CENTRAL,Bukit Batok
43379,BUKIT BATOK WEST,Bukit Batok
43381,BUKIT BATOK CENTRAL,Bukit Batok
43389,BUKIT BATOK CENTRAL,Bukit Batok
43391,BUKIT BATOK CENTRAL,Bukit Batok
43399,BUKIT BATOK CENTRAL,Bukit Batok
43401,BUKIT BATOK CENTRAL,Bukit Batok
43409,BRICKWORKS,Bukit Batok
43411,GUILIN,Bukit Batok
43419,BUKIT BATOK CENTRAL,Bukit Batok
43421,GUILIN,Bukit Batok
43429,BUKIT BATOK EAST,Bukit Batok
43431,GUILIN,Bukit Batok
43439,BUKIT BATOK EAST,Bukit Batok
43441,GUILIN,Bukit Batok
43449,BUKIT BATOK EAST,Bukit Batok
43451,BUKIT BATOK WEST,Bukit Batok
43459,TENGAH,Tengah
43461,GUILIN,Bukit Batok
43469,BRICKWORKS,Bukit Batok
43471,HONG KAH_BUKIT BATOK,Bukit Batok
43479,BRICKWORKS,Bukit Batok
43481,HONG KAH_BUKIT BATOK,Bukit Batok
43489,HONG KAH_BUKIT BATOK,Bukit Batok
43491,HONG KAH_BUKIT BATOK,Bukit Batok
43499,HONG KAH_BUKIT BATOK,Bukit Batok
43501,BUKIT BATOK SOUTH,Bukit Batok
43509,BUKIT BATOK SOUTH,Bukit Batok
43511,BUKIT BATOK SOUTH,Bukit Batok
43519,BUKIT BATOK CENTRAL,Bukit Batok
43521,HONG KAH_BUKIT BATOK,Bukit Batok
43529,GOMBAK,Bukit Batok
43531,BUKIT BATOK WEST,Bukit Batok
43539,BRICKWORKS,Bukit Batok
43541,GUILIN,Bukit Batok
43549,GUILIN,Bukit Batok
43561,GUILIN,Bukit Batok
43569,GUILIN,Bukit Batok
43571,HONG KAH_BUKIT BATOK,Bukit Batok
43579,GUILIN,Bukit Batok
43581,HONG KAH_BUKIT BATOK,Bukit Batok
43589,GOMBAK,Bukit Batok
43591,BUKIT BATOK SOUTH,Bukit Batok
43599,BUKIT BATOK CENTRAL,Bukit Batok
43601,HONG KAH_BUKIT BATOK,Bukit Batok
43609,GUILIN,Bukit Batok
43611,BUKIT BATOK SOUTH,Bukit Batok
43619,BUKIT BATOK SOUTH,Bukit Batok
43621,BUKIT BATOK SOUTH,Bukit Batok
43629,BUKIT BATOK SOUTH,Bukit Batok
43631,ANAK BUKIT,Bukit Timah
43639,HILLVIEW,Bukit Batok
43641,HONG KAH_BUKIT BATOK,Bukit Batok
43649,HONG KAH_BUKIT BATOK,Bukit Batok
43659,HONG KAH_BUKIT BATOK,Bukit Batok
43669,HONG KAH_BUKIT BATOK,Bukit Batok
43671,TENGAH,Tengah
43679,HONG KAH_BUKIT BATOK,Bukit Batok
43681,HONG KAH_BUKIT BATOK,Bukit Batok
43691,BUKIT BATOK WEST,Bukit Batok
43699,BUKIT BATOK SOUTH,Bukit Batok
43701,BUKIT BATOK CENTRAL,Bukit Batok
43709,BUKIT BATOK CENTRAL,Bukit Batok
43719,GOMBAK,Bukit Batok
43721,GOMBAK,Bukit Batok
43731,BUKIT BATOK CENTRAL,Bukit Batok
43739,BUKIT BATOK CENTRAL,Bukit Batok
43741,BUKIT BATOK CENTRAL,Bukit Batok
43749,BUKIT BATOK CENTRAL,Bukit Batok
43751,TENGAH,Tengah
43759,BRICKWORKS,Bukit Batok
43761,TENGAH,Tengah
43769,BRICKWORKS,Bukit Batok
43771,TENGAH,Tengah
43779,BRICKWORKS,Bukit Batok
43781,TENGAH,Tengah
43789,BRICKWORKS,Bukit Batok
43801,GUILIN,Bukit Batok
43809,GUILIN,Bukit Batok
43811,HILLVIEW,Bukit Batok
43819,HILLVIEW,Bukit Batok
43821,HILLVIEW,Bukit Batok
43829,HILLVIEW,Bukit Batok
43831,HONG KAH_BUKIT BATOK,Bukit Batok
43839,HONG KAH_BUKIT BATOK,Bukit Batok
43841,HONG KAH_BUKIT BATOK,Bukit Batok
43859,DAIRY FARM,Bukit Panjang
43869,DAIRY FARM,Bukit Panjang
43879,DAIRY FARM,Bukit Panjang
43889,DAIRY FARM,Bukit Panjang
44009,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44011,GOMBAK,Bukit Batok
44019,BUKIT PANJANG,Bukit Panjang
44021,GOMBAK,Bukit Batok
44029,BUKIT PANJANG,Bukit Panjang
44041,TECK WHYE,Choa Chu Kang
44049,SENJA,Bukit Panjang
44051,TECK WHYE,Choa Chu Kang
44059,SENJA,Bukit Panjang
44061,TECK WHYE,Choa Chu Kang
44069,SENJA,Bukit Panjang
44071,PENG SIANG,Choa Chu Kang
44079,PENG SIANG,Choa Chu Kang
44081,KEAT HONG,Choa Chu Kang
44089,PENG SIANG,Choa Chu Kang
44091,KEAT HONG,Choa Chu Kang
44099,KEAT HONG,Choa Chu Kang
44101,KEAT HONG,Choa Chu Kang
44109,KEAT HONG,Choa Chu Kang
44111,TECK WHYE,Choa Chu Kang
44119,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44121,TECK WHYE,Choa Chu Kang
44129,KEAT HONG,Choa Chu Kang
44131,TECK WHYE,Choa Chu Kang
44139,GOMBAK,Bukit Batok
44141,TECK WHYE,Choa Chu Kang
44149,GOMBAK,Bukit Batok
44151,KEAT HONG,Choa Chu Kang
44159,GOMBAK,Bukit Batok
44161,KEAT HONG,Choa Chu Kang
44169,GOMBAK,Bukit Batok
44171,TENGAH,Tengah
44179,HONG KAH_BUKIT BATOK,Bukit Batok
44191,BUKIT PANJANG,Bukit Panjang
44199,BUKIT PANJANG,Bukit Panjang
44201,BUKIT PANJANG,Bukit Panjang
44209,BUKIT PANJANG,Bukit Panjang
44211,BUKIT PANJANG,Bukit Panjang
44219,BUKIT PANJANG,Bukit Panjang
44221,BUKIT PANJANG,Bukit Panjang
44229,BANGKIT,Bukit Panjang
44231,FAJAR,Bukit Panjang
44239,BUKIT PANJANG,Bukit Panjang
44241,FAJAR,Bukit Panjang
44249,BUKIT PANJANG,Bukit Panjang
44251,SENJA,Bukit Panjang
44259,BUKIT PANJANG,Bukit Panjang
44261,BANGKIT,Bukit Panjang
44269,BANGKIT,Bukit Panjang
44271,TECK WHYE,Choa Chu Kang
44279,TECK WHYE,Choa Chu Kang
44281,TECK WHYE,Choa Chu Kang
44289,TECK WHYE,Choa Chu Kang
44291,TECK WHYE,Choa Chu Kang
44299,TECK WHYE,Choa Chu Kang
44301,BANGKIT,Bukit Panjang
44311,BANGKIT,Bukit Panjang
44321,BANGKIT,Bukit Panjang
44329,BANGKIT,Bukit Panjang
44331,BANGKIT,Bukit Panjang
44341,FAJAR,Bukit Panjang
44351,DAIRY FARM,Bukit Panjang
44359,DAIRY FARM,Bukit Panjang
44361,DAIRY FARM,Bukit Panjang
44369,DAIRY FARM,Bukit Panjang
44371,BANGKIT,Bukit Panjang
44379,DAIRY FARM,Bukit Panjang
44381,BANGKIT,Bukit Panjang
44389,DAIRY FARM,Bukit Panjang
44391,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44399,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44401,SENJA,Bukit Panjang
44409,TECK WHYE,Choa Chu Kang
44411,TECK WHYE,Choa Chu Kang
44421,TECK WHYE,Choa Chu Kang
44439,TECK WHYE,Choa Chu Kang
44441,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44449,KEAT HONG,Choa Chu Kang
44451,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44459,KEAT HONG,Choa Chu Kang
44461,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44469,PENG SIANG,Choa Chu Kang
44471,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44479,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44481,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44489,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44491,PENG SIANG,Choa Chu Kang
44499,PENG SIANG,Choa Chu Kang
44501,PENG SIANG,Choa Chu Kang
44509,PENG SIANG,Choa Chu Kang
44511,KEAT HONG,Choa Chu Kang
44519,PENG SIANG,Choa Chu Kang
44521,KEAT HONG,Choa Chu Kang
44529,PENG SIANG,Choa Chu Kang
44531,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44539,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44541,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44549,CENTRAL_CHOA CHU KANG,Choa Chu Kang
44551,PENG SIANG,Choa Chu Kang
44559,PENG SIANG,Choa Chu Kang
44569,KEAT HONG,Choa Chu Kang
44579,KEAT HONG,Choa Chu Kang
44601,FAJAR,Bukit Panjang
44609,FAJAR,Bukit Panjang
44611,SAUJANA,Bukit Panjang
44619,SAUJANA,Bukit Panjang
44621,PENG SIANG,Choa Chu Kang
44629,PENG SIANG,Choa Chu Kang
44631,BUKIT PANJANG,Bukit Panjang
44639,BUKIT PANJANG,Bukit Panjang
44641,SENJA,Bukit Panjang
44649,SAUJANA,Bukit Panjang
44651,SENJA,Bukit Panjang
44659,SAUJANA,Bukit Panjang
44661,SAUJANA,Bukit Panjang
44669,SAUJANA,Bukit Panjang
44671,SAUJANA,Bukit Panjang
44679,SAUJANA,Bukit Panjang
44689,PENG SIANG,Choa Chu Kang
44691,FAJAR,Bukit Panjang
44699,FAJAR,Bukit Panjang
44721,SAUJANA,Bukit Panjang
44731,BUKIT PANJANG,Bukit Panjang
44739,BUKIT PANJANG,Bukit Panjang
44771,FAJAR,Bukit Panjang
44779,FAJAR,Bukit Panjang
44791,SENJA,Bukit Panjang
44799,SENJA,Bukit Panjang
44801,SENJA,Bukit Panjang
44809,SENJA,Bukit Panjang
44811,SENJA,Bukit Panjang
44819,SENJA,Bukit Panjang
44821,SAUJANA,Bukit Panjang
44829,SENJA,Bukit Panjang
44851,BUKIT PANJANG,Bukit Panjang
44859,BUKIT PANJANG,Bukit Panjang
45008,BUKIT PANJANG,Bukit Panjang
45009,TECK WHYE,Choa Chu Kang
45011,MANDAI,Sungei Kadut
45019,SENJA,Bukit Panjang
45021,MANDAI,Sungei Kadut
45029,MANDAI,Sungei Kadut
45031,MANDAI,Sungei Kadut
45039,MANDAI,Sungei Kadut
45041,MANDAI,Sungei Kadut
45049,MANDAI,Sungei Kadut
45051,MANDAI,Sungei Kadut
45059,MANDAI,Sungei Kadut
45061,MANDAI,Sungei Kadut
45069,MANDAI,Sungei Kadut
45071,MANDAI,Sungei Kadut
45079,MANDAI,Sungei Kadut
45081,MANDAI,Sungei Kadut
45091,TURF CLUB,Sungei Kadut
45099,TURF CLUB,Sungei Kadut
45101,TURF CLUB,Sungei Kadut
